query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin,pred,pred_reject
usb хаб hoco,usb хаб hoco,UNKNOWN,Hoco,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
компактная посудомоечная машина comfee cdwc421 be i,Компактная посудомоечная машина Comfee CDWC421BE-i,UNKNOWN,Comfee,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
кронштейн для монитора настольный,кронштейн для монитора настольный,UNKNOWN,нет бренда,66,ambiguous_clicks,0.4803493449781659,0.9,4,3,False,False,False,special,ONKRON,0.15283842794759822,NO_BRAND,NO_BRAND
стиральная машинка. lg,стиральная машинка. LG,NO_BRAND,LG,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,LG,LG
стиральная машинка candy под раковину,стиральная машинка candy под раковину,Candy,Candy,12,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
вентилятор напольный для дома,вентилятор напольный для дома,UNKNOWN,Ballu,66,ambiguous_clicks,0.3338763445248048,0.9,7,7,False,False,False,special,Ami,0.0,NO_BRAND,NO_BRAND
духовой шкаф электрический ginzzu hoe-219,Духовой шкаф электрический Ginzzu HOE-219,UNKNOWN,Ginzzu,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
beko bbis17300 bcs духовой шкаф,Beko BBIS17300BCS духовой шкаф,UNKNOWN,BEKO,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Beko,Beko
кофемашинка,кофемашинка,UNKNOWN,DEMIAND,66,ambiguous_clicks,0.4207253886010363,0.9,4,4,False,False,False,special,UNISTELLAR,0.16027633851468054,NO_BRAND,NO_BRAND
электрический духовой шкаф bosch,электрический духовой шкаф bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,8,1,True,False,True,special,,1.0,Bosch,Bosch
ставр,ставр,UNKNOWN,Ставр,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
узкая стиральная машина lg,узкая стиральная машина lg,NO_BRAND,LG,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,LG,LG
электрический проточный водонагреватель с душем,электрический проточный водонагреватель с душем,UNKNOWN,Electrolux,66,ambiguous_clicks,0.27952124635846237,0.9,57,13,False,False,False,special,Thermex,0.10085809852325553,NO_BRAND,NO_BRAND
пылесос напольный с мешком,пылесос напольный с мешком,UNKNOWN,Hyundai,66,ambiguous_clicks,0.32004741443176765,0.9,6,5,False,False,False,special,Bosch,0.05037783375314862,NO_BRAND,NO_BRAND
magssory беспроводное зарядное устройство,magssory беспроводное зарядное устройство,UNKNOWN,Magssory,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
tefal беспроводной вертикальный пылесос с подсветкой,tefal беспроводной вертикальный пылесос с подсветкой,Tefal,Tefal,59,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
динамики автомобильные 13 см,динамики автомобильные 13 см,UNKNOWN,SWAT,66,ambiguous_clicks,0.4927243912980838,0.9,10,6,False,False,False,special,DL Audio,0.2737357729433799,NO_BRAND,NO_BRAND
электрическая плита de luxe,электрическая плита de luxe,UNKNOWN,de luxe,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
кофеварка demiand rivo 7в1 автоматический капучинатор,"Кофеварка DEMIAND RIVO 7в1, автоматический капучинатор",DEMIAND,DEMIAND,16,brand_in_query,1.0,1.0,4,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
капсульная кофемашина delonghi,капсульная кофемашина delonghi,NO_BRAND,DeLonghi,65,category_only,1.0,1.0,5,1,True,False,True,special,,1.0,DeLonghi,DeLonghi
холодильники двухкамерные midea nofrost,холодильники двухкамерные Midea nofrost,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
посудомоечные машины delonghi,посудомоечные машины delonghi,NO_BRAND,DeLonghi,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,DeLonghi,DeLonghi
телевизор со смартом lg 43,телевизор со смартом lg 43,UNKNOWN,Яндекс,66,ambiguous_clicks,0.49253731343283585,0.9,3,3,False,False,False,special,LG,0.16417910447761197,LG,LG
magsave power bank,Magsave power bank,NO_BRAND,RIVACASE,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,UNKNOWN,UNKNOWN
встраиваемый морозильный шкаф zugel zfi17540 nf,Встраиваемый морозильный шкаф ZUGEL ZFI17540NF,UNKNOWN,ZUGEL,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
наушники с микрофоном для компьютера,наушники с микрофоном для компьютера,UNKNOWN,Logitech,66,ambiguous_clicks,0.3870967741935484,0.9,4,4,False,False,False,special,TFN,0.09677419354838708,NO_BRAND,NO_BRAND
стиральная машинка на 6 кг,стиральная машинка на 6кг,UNKNOWN,TCL,66,ambiguous_clicks,0.39472560020505226,0.9,6,6,False,False,False,special,Gorenje,0.13157520006835077,NO_BRAND,NO_BRAND
плита настольная индукционная питер маркет индукционная плита настольная черный матовый 2200 вт,"Плита настольная индукционная Питер Маркет Индукционная плита настольная, черный матовый, 2200 ВТ",UNKNOWN,Питер Маркет,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
chuwi моноблок,chuwi моноблок,UNKNOWN,Chuwi,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
вытяжки кухонные встраиваемая maunfeld с выводом в вентиляциоонный канал,вытяжки кухонные встраиваемая Maunfeld с выводом в вентиляциоонный канал,Maunfeld,Maunfeld,41,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
паровая система tefal,паровая система tefal,NO_BRAND,Tefal,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Tefal,Tefal
вертикальный пылесос с подсветкой dreame,вертикальный пылесос с подсветкой dreame,Dreame,Dreame,19,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
телевизор carrera 65,телевизор carrera 65,UNKNOWN,Harper,66,ambiguous_clicks,0.43508204785832255,0.9,3,3,False,False,False,special,Haier,0.06897642222144137,Carrera,Carrera
игра мортал комбат 11,игра мортал комбат 11,UNKNOWN,WB Games,66,ambiguous_clicks,0.4929577464788732,0.9,3,3,False,False,False,special,PlayStation,0.19718309859154923,NO_BRAND,NO_BRAND
умная сверхъяркая лампа sber с адаптивным светом e27 a70 14 вт 1500 лм wifi,Умная сверхъяркая лампа Sber с адаптивным светом E27/A70/14 Вт/1500Лм/WiFi,Sber,Sber,53,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,NO_BRAND
панели для мультипекаря redmond,панели для мультипекаря redmond,UNKNOWN,REDMOND,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Redmond,Redmond
электрический чайник brayer br1008 bk объем 1 7 л мощность 2200 вт с автоотключением высококачественный пластик,"Электрический чайник BRAYER BR1008BK, Объем 1,7 л, Мощность 2200 Вт, с автоотключением, высококачественный пластик",Brayer,Brayer,11,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,UNKNOWN
стиральная машинка beko мотор стандартный,стиральная машинка Beko мотор стандартный,Beko,Beko,8,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
сушильная машина beko,сушильная машина beko,NO_BRAND,Beko,65,category_only,1.0,1.0,44,1,True,False,True,special,,1.0,Beko,Beko
встраиваемые холодильники liebherr 5603,встраиваемые холодильники liebherr 5603,UNKNOWN,Liebherr,66,ood_brand_surface,1.0,0.9,3,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
встраиваемая стиральная машина с сушкой,встраиваемая стиральная машина с сушкой,UNKNOWN,Maunfeld,66,ambiguous_clicks,0.3793103448275862,0.9,3,3,False,False,False,special,HOMSAir,0.0,NO_BRAND,NO_BRAND
смеситель,смеситель,NO_BRAND,Teymi,65,category_only,0.5550647470873464,1.0,19,12,False,False,True,special,Oasis,0.40181228769402433,UNKNOWN,UNKNOWN
очиститель воздуха smartmi air purifier 2 воздухоочиститель для дома,Очиститель воздуха SMARTMI Air Purifier 2 воздухоочиститель для дома,UNKNOWN,Smartmi,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
xлебопечка,Хлебопечка,UNKNOWN,Gorenje,66,ambiguous_clicks,0.4262923945599085,0.9,15,8,False,False,False,special,Moulinex,0.22062363034553614,NO_BRAND,NO_BRAND
музыкальная система midi hi ms150,музыкальная система midi hi ms150,Hi,Hi,28,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
candy cs34 1051,Candy cs34 1051,UNKNOWN,CANDY,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Candy,Candy
холодильники evelux,холодильники evelux,UNKNOWN,Evelux,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
logitech pro наушники,logitech pro наушники,NO_BRAND,Logitech,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Logitech,Logitech
электросковорода,Электросковорода,UNKNOWN,Galaxy,66,ambiguous_clicks,0.4,0.9,3,3,False,False,False,special,Galaxy LINE,0.0,NO_BRAND,NO_BRAND
станок точильный,станок точильный,UNKNOWN,Oasis,66,ambiguous_clicks,0.48780487804878053,0.9,3,3,False,False,False,special,Elitech,0.09756097560975609,NO_BRAND,NO_BRAND
газовые плиты gorenje дизайнерская,газовые плиты gorenje дизайнерская,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
мойка окон karcher,Мойка окон karcher,NO_BRAND,Karcher,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Karcher,Karcher
встраиваемая микроволновая midea,встраиваемая микроволновая midea,NO_BRAND,Midea,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Midea,Midea
варочная газовая поверхность на 4,варочная газовая поверхность на 4,UNKNOWN,Zigmund & Shtain,66,ambiguous_clicks,0.3319083849713703,0.9,5,5,False,False,False,special,HOMSAir,0.05531806416189508,NO_BRAND,NO_BRAND
libhof пылесос,libhof пылесос,UNKNOWN,Libhof,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
шуроповерт,Шуроповерт,UNKNOWN,Metabo,66,ambiguous_clicks,0.41542739358390857,0.9,6,6,False,False,False,special,Bort,0.16617095743356342,NO_BRAND,NO_BRAND
фен щетка braun,Фен щетка braun,NO_BRAND,Braun,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Braun,NO_BRAND
apple ноутбук neo,apple ноутбук neo,NO_BRAND,Apple,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Apple,Apple
цифровые зеркальные фотоаппараты canon,цифровые зеркальные фотоаппараты canon,Canon,Canon,13,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
робот пылесос hobot legee q10 pro,робот пылесос hobot legee q10 pro,UNKNOWN,Hobot,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
вентилятор напольный centek ct-5026 диаметр 43 см 3 скорости мощность 55 вт устойчивая платформа черный,"Вентилятор напольный Centek CT-5026 диаметр 43см, 3 скорости, мощность 55Вт, устойчивая платформа, чёрный",Centek,Centek,15,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
сплит система candy,сплит система candy,NO_BRAND,Candy,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Candy,Candy
сушильная машина hisense,сушильная машина hisense,NO_BRAND,Hisense,65,category_only,1.0,1.0,35,1,True,False,True,special,,1.0,Hisense,Hisense
вытяжки полностью встраиваемые kuppersberg,вытяжки полностью встраиваемые kuppersberg,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Kuppersberg,Kuppersberg
карта памяти kingston,карта памяти kingston,NO_BRAND,Kingston,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Kingston,Kingston
холодильник перенавешиваемые двери centek,холодильник Перенавешиваемые двери centek,Centek,Centek,15,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
зарядка tfn,зарядка  TFN,UNKNOWN,TFN,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
внешний аккумулятор baseus,внешний аккумулятор baseus,NO_BRAND,Baseus,65,category_only,1.0,1.0,51,1,True,False,True,special,,1.0,Baseus,Baseus
умная камера яндекс,умная камера яндекс,NO_BRAND,Яндекс,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Яндекс,Яндекс
вытяжки кухонные телескопическая встраиваемая 60,вытяжки кухонные телескопическая встраиваемая 60,UNKNOWN,Haier,66,ambiguous_clicks,0.43947435420379544,0.9,13,8,False,False,False,special,Krona,0.2612561446113472,NO_BRAND,NO_BRAND
встраиваемый холодильник candy,встраиваемый холодильник candy,NO_BRAND,Candy,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Candy,Candy
антенна рэмо,антенна рэмо,UNKNOWN,Рэмо,66,ood_brand_surface,1.0,0.9,3,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
инверторные сплит,инверторные сплит,UNKNOWN,HISENSE,66,ambiguous_clicks,0.37677685134778055,0.9,5,5,False,False,False,special,LG,0.053825264478254364,NO_BRAND,NO_BRAND
магнитный повербанк,магнитный повербанк,UNKNOWN,Baseus,66,ambiguous_clicks,0.4705882352941177,0.9,3,3,False,False,False,special,Deppa,0.1176470588235294,NO_BRAND,NO_BRAND
pitaka power bank,pitaka power bank,NO_BRAND,Magssory,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,UNKNOWN,UNKNOWN
стиральная машона smeg,Стиральная машона smeg,UNKNOWN,Smeg,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
миксер ручной gorenje,миксер ручной gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gorenje,Gorenje
комбинированная плита gorenje,комбинированная плита gorenje,NO_BRAND,Gorenje,65,category_only,0.9866349272153472,1.0,7,2,True,False,True,special,Gefest,0.9732698544306945,Gorenje,Gorenje
турка электрическая redmond,турка электрическая redmond,NO_BRAND,Kitfort,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,Redmond,Redmond
посудомоечная машина electrolux edm23101 l,Посудомоечная машина Electrolux EDM23101L,UNKNOWN,ELECTROLUX,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Electrolux,Electrolux
холодильники двухкамерные hi no frost,холодильники двухкамерные hi no frost,Hi,Hi,28,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
кондиционер настенный сплит система electrolux,кондиционер настенный сплит система electrolux,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
велосипеды,велосипеды,UNKNOWN,Minako,66,ambiguous_clicks,0.4854085144500495,0.9,4,4,False,False,False,special,Foxx,0.18202819291876857,NO_BRAND,NO_BRAND
торшер,торшер,NO_BRAND,Moderli,65,category_only,0.7192008879023307,1.0,4,3,False,False,True,special,ARTSTYLE,0.4894561598224196,UNKNOWN,UNKNOWN
игровые наушники беспроводные с микрофоном для компьютера,игровые наушники беспроводные с микрофоном для компьютера,UNKNOWN,A4Tech,66,ambiguous_clicks,0.4216867469879518,0.9,3,3,False,False,False,special,Logitech,0.0,NO_BRAND,NO_BRAND
утюг с автоотключением,утюг с автоотключением,NO_BRAND,Polaris,65,category_only,0.41275920645456543,1.0,15,7,False,False,True,special,Tefal,0.01617846021726241,UNKNOWN,UNKNOWN
стиральные машины bosch,стиральные машины bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Bosch,Bosch
набор ножей taller,набор ножей taller,NO_BRAND,TalleR,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,TalleR,TalleR
электрическая панель bosch,Электрическая панель bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Bosch,Bosch
вытяжки кухонные bosch,вытяжки кухонные bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Bosch,NO_BRAND
сумка холодильник ez,сумка холодильник EZ,UNKNOWN,EZ,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
варочная панель индукционная bosch,варочная панель индукционная bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,7,1,True,False,True,special,,1.0,Bosch,NO_BRAND
экшн камера sjcam sj8 pro,экшн камера SJCAM SJ8 Pro,UNKNOWN,SJCAM,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
кронштейн для телевизора hi,Кронштейн для телевизора hi,Hi,Hi,28,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,UNKNOWN
кофеварка melitta,Кофеварка Melitta,UNKNOWN,Melitta,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
gefest 2231 к3,Gefest 2231 К3,UNKNOWN,GEFEST,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,Gefest,Gefest
встроенный духовой шкаф электрический electrolux,встроенный духовой шкаф электрический electrolux,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
холодильники и морозильные камеры мини,холодильники и морозильные камеры мини,UNKNOWN,Hi,66,ambiguous_clicks,0.40345161517889777,0.9,5,5,False,False,False,special,Snowcap,0.07335483912343593,NO_BRAND,NO_BRAND
циркулярная пила,циркулярная пила,UNKNOWN,Oasis,66,ambiguous_clicks,0.4122282607386145,0.9,32,13,False,False,False,special,ИНТЕРСКОЛ,0.14090465003043723,NO_BRAND,NO_BRAND
мобильный кондиционер напольный hisense серии с ap-12cw4gqcs00,"Мобильный кондиционер напольный Hisense серии С, AP-12CW4GQCS00",Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
блендер cadena,Блендер cadena,UNKNOWN,Cadena,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
smart to телевизор,Smart to телевизор,NO_BRAND,Sber,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,UNKNOWN,UNKNOWN
автосигнализация,автосигнализация,NO_BRAND,StarLine,65,category_only,0.5581273014203051,1.0,7,2,False,False,True,special,Tomahawk,0.11625460284061019,UNKNOWN,UNKNOWN
наушники с костной проводимостью,наушники с костной проводимостью,UNKNOWN,Suunto,66,ambiguous_clicks,0.2875323649449248,0.9,6,5,False,False,False,special,Mojawa,0.017202791065080988,NO_BRAND,NO_BRAND
паровой утюг philips,паровой утюг philips,NO_BRAND,Philips,65,category_only,0.940698905753618,1.0,5,2,True,False,True,special,Centek,0.8813978115072361,Philips,Philips
рация,рация,NO_BRAND,DECROSS,65,category_only,0.53273836626901,1.0,12,5,False,False,True,special,TYT,0.2930061014479555,UNKNOWN,UNKNOWN
polaroid,polaroid,UNKNOWN,Polaroid,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,Polaris,Polaris
midea стиральная машина,Midea стиральная машина,NO_BRAND,Midea,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Midea,Midea
духовой шкаф indesit,Духовой шкаф indesit,NO_BRAND,Indesit,65,category_only,0.9025522041763341,1.0,6,2,True,False,True,special,INDESIT,0.8051044083526682,Indesit,Indesit
холодтльник,холодтльник,UNKNOWN,Kraft,66,ambiguous_clicks,0.4341481211236775,0.9,5,5,False,False,False,special,Стинол,0.21707406056183876,NO_BRAND,NO_BRAND
встраиваемые индукционные панели delonghi,встраиваемые индукционные панели delonghi,DeLonghi,DeLonghi,17,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
пылесос miele,пылесос miele,UNKNOWN,Miele,66,ood_brand_surface,1.0,0.9,9,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
отпариватель nemo,Отпариватель nemo,UNKNOWN,Nemo,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
пылесос ручной redmond,Пылесос ручной redmond,NO_BRAND,Redmond,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Redmond,NO_BRAND
кресло компьютерное бюрократ ch-1300 n,кресло компьютерное бюрократ ch-1300n,UNKNOWN,Бюрократ,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
аминосил,аминосил,UNKNOWN,Аминосил,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
тестомес,тестомес,NO_BRAND,RAGEX,65,category_only,0.5661157024793388,1.0,6,3,False,False,True,special,Malajess,0.3181818181818182,UNKNOWN,UNKNOWN
беспроводной ручной вертикальный пылесос dreame,беспроводной ручной вертикальный пылесос dreame,Dreame,Dreame,19,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
philips напольный пылесос powerpro expert fc9733 01 синий уцененный товар,"Philips Напольный пылесос PowerPro Expert FC9733/01, синий, Уцененный товар",Philips,Philips,46,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
шуруповерт dewalt,шуруповерт dewalt,UNKNOWN,DeWalt,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
встраиваемая индукционная плита gorenje,встраиваемая индукционная плита gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Gorenje,Gorenje
клавиатура logitech pro,клавиатура logitech pro,NO_BRAND,Logitech,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Logitech,Logitech
подписка литрес,подписка литрес,UNKNOWN,ЛитРес,66,ood_brand_surface,1.0,0.9,3,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
стиральная машина carrera,стиральная машина carrera,NO_BRAND,Carrera,65,category_only,1.0,1.0,10,1,True,False,True,special,,1.0,Carrera,Carrera
батарейки,батарейки,NO_BRAND,GP,65,category_only,0.31549413571080737,1.0,47,15,False,False,True,special,Carrera,0.15336607462182517,UNKNOWN,UNKNOWN
восстановленный ноутбук apple,восстановленный ноутбук apple,NO_BRAND,Apple,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Apple,Apple
кухонная машина bosch,кухонная машина bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Bosch,NO_BRAND
холодильники двухкамерные no frost beko,холодильники двухкамерные no frost beko,Beko,Beko,8,brand_in_query,1.0,1.0,7,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
kuppersbusch,kuppersbusch,UNKNOWN,Kuppersbusch,66,ood_brand_surface,1.0,0.9,11,1,True,False,False,special,,1.0,Kuppersberg,Kuppersberg
паровая швабра tefal,паровая швабра tefal,NO_BRAND,Tefal,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Tefal,Tefal
bosch миксер ручной,Bosch миксер ручной,NO_BRAND,Bosch,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Bosch,NO_BRAND
электрическая плита gorenje,Электрическая плита Gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gorenje,Gorenje
телефоны мобильные сенсорные redmi,телефоны мобильные сенсорные redmi,Xiaomi,Redmi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0,NO_BRAND,NO_BRAND
вытяжки кухонные встраиваемаяhaier,вытяжки кухонные встраиваемаяhaier,NO_BRAND,Haier,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0,Haier,Haier
сушильная машина delonghi,сушильная машина delonghi,NO_BRAND,DeLonghi,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,DeLonghi,DeLonghi
моющий пылесос tefal,моющий пылесос tefal,NO_BRAND,Tefal,65,category_only,1.0,1.0,11,1,True,False,True,special,,1.0,Tefal,Tefal
варочная панель gefest,варочная панель gefest,NO_BRAND,Gefest,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Gefest,Gefest
сушильная машина electrolux,сушильная машина electrolux,NO_BRAND,Electrolux,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Electrolux,Electrolux
акконд,Акконд,UNKNOWN,АККОНД,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
холодильник pozis,холодильник pozis,UNKNOWN,Pozis,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
magsafe power bank,magsafe power bank,NO_BRAND,Baseus,65,category_only,0.4938271604938271,1.0,4,3,False,False,True,special,Deppa,0.1975308641975308,UNKNOWN,UNKNOWN
пылесос моющий dreame,Пылесос моющий dreame,NO_BRAND,Dreame,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Dreame,Dreame
вытяжки кухонные плоская 50 см,вытяжки кухонные плоская 50 см,UNKNOWN,Krona,66,ambiguous_clicks,0.45454545454545453,0.9,3,3,False,False,False,special,Evelux,0.09090909090909088,NO_BRAND,NO_BRAND
стиральная машина electrolux,стиральная машина electrolux,NO_BRAND,Electrolux,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Electrolux,Electrolux
фотоаппарат kodak,фотоаппарат kodak,UNKNOWN,Kodak,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
вытяжка наклонная maunfeld sky star chef 60 см цвет белый,Вытяжка наклонная Maunfeld Sky Star Chef 60 см цвет белый,Maunfeld,Maunfeld,41,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,UNKNOWN
anker зарядный блок,Anker зарядный блок,UNKNOWN,Anker,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
беспроводное зарядное устройство ubear,Беспроводное зарядное устройство ubear,UNKNOWN,uBear,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
варочная панель индукционная midea,варочная панель индукционная midea,NO_BRAND,Midea,65,category_only,1.0,1.0,6,1,True,False,True,special,,1.0,Midea,NO_BRAND
пылесос вертикальный моющий atvel f16 ultimate plus,Пылесос вертикальный моющий Atvel F16 Ultimate Plus,Atvel,Atvel,4,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
мини печь centek,мини печь centek,NO_BRAND,Centek,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Centek,Centek
beko стиральная машина,beko стиральная машина,NO_BRAND,Beko,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0,Beko,Beko
